,text,target,title,date
4194,"These programs all include complete printed manuals and
registration cards. I need to get rid of some excess.
They're the latest versions. I've priced these programs
at less than half the list price and significantly less
than the cheapest mail-order price around.
 
* MICROSOFT ENTERTAINMENT PACK VOLUME ONE, includes eight
different Windows-based games, including Tetris, Taipei,
Minesweeper, TicTactics, Golf, Cruel, Pegged, and IdleWild,
list $49, sale $20.
 
* JUST JOKING FOR WINDOWS 1.0, database of jokes from
WordStar, can quickly find jokes for many different
occasions, useful for business writers, speechwriters,
presenters, and others, more than 2,800 jokes under 250
topics, can search by keyword and author, list $49, sale 
$25.
 
* HUMOR PROCESSOR 2.02, DOS-based database of jokes,
requires only 384 KB of RAM, along with thousands of
categorized jokes you can quickly find also includes an
online tutorial for writing your own jokes with proven
comedy forumulas, list $99, sale $45.
 
* HISTORY OF THE WORLD 1.0, multimedia CD-ROM covering cave
society to the present, includes recordings of 25 famous
speeches from Churchhill, Gandi, and others, list $795, sale
$160.
 
If you're interested in any of these programs, please phone me at
215-885-7446 (Philadelphia) and I'll save the package for you.",6,misc.forsale,2022-08-02 13:48:37.251043
4244,"Apple IIgs
Imagewriter II COLOR printer
Color RGB monitor
3.5"" DRIVE
5.25"" drive
keyboard
Mouse
lots of disks
some applications
most manuals",6,misc.forsale,2022-08-02 13:48:37.251043
4249,"not only is it improper etiquette AND illegal but the people who
are responsible for junk mailings are *EVIL*!!!!

",6,misc.forsale,2022-08-02 13:48:37.251043
4258,"Didn't McDonald's sell copies of ""Dances with Wovies"" for $7 not too
long ago?

They were also selling ""Babes in Toyland"" (the SCOTT BAIO version!)
and something even more forgettable.

Just think:  video drive-thru........


""I'll take a McRib, a McChicken, and a copy of Debbie Does McDallas
to go""

""Do you want fries and napkins with that?""

",6,misc.forsale,2022-08-02 13:48:37.251043
4261,"I'm trying to set up a personal studio.

What I'm looking for are a cheap sampler(rack or with keyboard)

or a cheap sound card (AudioMedia I or II or something similar).",6,misc.forsale,2022-08-02 13:48:37.251043
4278,"The headline says it all!!!!!!!!
",6,misc.forsale,2022-08-02 13:48:37.251043
4303,"For sale:

Roland D-50: $700 or best offer.
Excellent condition.
Includes over 1000 patches on disk (In cakewalk sysex format)

Buyer must pay COD shipping.

Please e-mail responses to:
gms2@po.cwru.edu

Thanks.

George
",6,misc.forsale,2022-08-02 13:48:37.251043
4321,"I offer $100, shipment at seller's expense, payment as personal check
sent by U.S. mail within 24 hours after receiving goods.  I reserve the
right to return the goods, at my expense, if I find them to be defective
or otherwise unacceptable when I receive them (either the merchandise or
the check would be mailed within 24 hours).",6,misc.forsale,2022-08-02 13:48:37.251043
4360,"These packages all include complete printed manuals and
registration cards. I need to get rid of some excess.
They're the latest versions. I've priced these programs
at less than half the list price and significantly less
than the cheapest mail-order price around.
 
* OS/2 2.0, can run Windows, DOS, and OS/2 programs,
superior stability compared to Windows, list $169, sale
$60.
 
* NORTON COMMANDER FOR OS/2, provides better file
management than OS/2 does alone, graphical tree and file
list, drag and drop, launch apps from customizable menu,
list $149, sale $60.
 
If you're interested in any of these programs, please phone me at
215-885-7446 (Philadelphia) and I'll save the package for you.",6,misc.forsale,2022-08-02 13:48:37.251043
4401,"Fellow netters,

I just wanted to let you know that there are a few honest and good people out
there (even outside of Iowa).  I'm sorry if anyone thinks that I am wasting
space, but I thought you might want some relief from the ""So-and-so is a thief""
posts.  Not that I think we shouldn't hear about the bad deals, but it would be
nice to hear some good news once in a while.

After seeing his post on one of the for sale groups, I mailed Mr. Mark Miller a
request for his copy of WordPerfect 5.1 for DOS.  He suggested a price of $50
in his ad, but when I phoned him, he quoted $40 plus shipping.  That sounded
more than fair to me, so I told him that I would send him a check the next day. 
Imagine my surprise when I logged into my account the following day and found a
message from him saying that it had already been sold (after I had just mailed
the money order).  After another E-Mail message to him, he apologized and
assured me that it was a mistake - I was the one who he was holding it for.  He
sent the package as soon as he got the money, along with a letter stating a
transfer of license.  This wasn't good enough for WordPerfect, so I asked him
to fill out one of their forms.  No problem - we thought.  It took three times
to get it to the right address (my fault).  Anyway, he mailed me the form for
my signature and included a Workbook that I had no idea was included in the
deal.  Again, he apologized for not sending it before.  I now have the world's
best word processor and a renewed hope in the world that there are a few good
ones left.  I recoend that if you ever see that Mark is selling anything thatat
you may want, give him a call.  If I had the choice, I would purchase all of my
software from him.

Bravo, Mr. Miller!",6,misc.forsale,2022-08-02 13:48:37.251043
4449,"If anyone's still interested, I have ONE Mattel electronic game left for sale
or trade. It's Baseball (Tan Case) and includes a 9-volt battery and the
original manual!  I was able to sell Soccer and Basketball 2 for $70.00 and
traded the Football game for a Genesis cart...  so, I was happy.  I will
entertain all offers.. cash or Genesis carts...  By the way, Baseball is in
Excellent condition and works perfectly..",6,misc.forsale,2022-08-02 13:48:37.251043
4472,"I have a pair of car speakers for sale. They are BRAND NEW, still in box and 
plastic wrap. I got them at Highland's going-out-of-business sale just yesterday
However they won't fit my car's rear deck because it's not the right size.
So, I am trying to sale them here.

INFINITY RS-6903 
6x9 Three-Way
Freq. Resp. 40-22k Hz
Power Capacity: 90 Watts per channel
Sensitivity: 93 dB SPL/1W/1m
Impedance 4 ohms
Mouting Depth 3""

List Price $200
Stereo Store $140-165 + tax
Mail Order Catalog Price $149 + S/H
My Price $120 obo + Shipping

Please e-mail me at fang@en.ecn.purdue.edu
or call me at (317)743-1394 ",6,misc.forsale,2022-08-02 13:48:37.251043
4474,"
Newsgroups: rec.audio,misc.forsale
Distribution: na
Subject: Forsale: Sony D-22 diskman
",6,misc.forsale,2022-08-02 13:48:37.251043
4483,"


Well, I've been informed that the price on the whole thing I'm selling is now
less than the price I'm selling it for.  That will teach me to wait that long
before getting rid of electronic equipment.  Nevermind, everyone, I'm keeping
the thing.
",6,misc.forsale,2022-08-02 13:48:37.251043
4484,"Wanted:  color monitor >= 14""  suitable for use on a Macintosh
Centris 610.  I am planning on purchasing one of these machines
soon and don't want to have to pay full price for a new monitor
when a used one will do me just as well.  If you have one you'd
like to part with, please email me with the specs and price.

Thanks.",6,misc.forsale,2022-08-02 13:48:37.251043
4514,"From article <1pf5qe$b3b@seven-up.East.Sun.COM>, by jorge@erex.East.Sun.COM (Jorge Lach - Sun BOS Hardware):
",6,misc.forsale,2022-08-02 13:48:37.251043
4516,"OK.  Instead of holding an auction, I have decided to compute prices for each comic (after many suggestions).  These are the most reasonable prices I can give (not negotiable).  If you would like to purchase a comic (or group), simply email me with the title and issue #'s you want.  The price for each issue is shown beside each comic.  First come, first served!!!  There is no more bidding.  Meet my price and it is yours.  I can be reached at this email address:

02106@chopin.udel.edu or
02106@ravel.udel.edu or
02106@bach.udel.edu or
02106@brahms.udel.edu

NO MORE HAGGLING ABOUT THE PRICE!!!!!!!!
LOTS OF COMICS FOR $1, $2, or $3 LOOK AT LIST!!!!!

Shipping is $2 for 1-3 comics.  For more than 3, the price will be determined by the volume of the purchase (I may have to use a big heavy box for large orders which costs more to mail).

For all those who have bought comics from me, thanks!!!

All comics are near mint unless otherwise noted (my books were graded by
mile high comics and other comic professional collectors, not me!)

Here is the list:



Incredible Hulk
156 (vs another Hulk) $3
195 $2
196 $2
246 (vs Captain Marvel) $1
248 $1
249 $1
250 (Double size issue vs Silver Surfer) $5
255 (vs Thor) $1
279 $1
300 $2
312 $2
313 $1
316 (vs Bi Coastal Avengers) $1
347 $1
348 $1
350 (vs Thing) $2
354 $1
358 $1
360 $1
362 (vs Werewolf By Night) $2
364 $1
365 $1
366 $1
379 (1 copy) $5


Punisher
50 $1
57 $2

Punisher War Journal
29 (Ghost Rider) $2
30 (Ghost Rider) $2

Punisher Armory
1 $4
2 $2

Original Ghost Rider Rides Again (Reprint)
1 $1

Ghost Rider (old series)
37 $3
43 (vs Johnny Blaze) $3
77 (2 copies, origin of GR dream) $4 each

Ghost Rider (new series)
15 (1st print, Green glow in dark cover, 1 copy) $5
15 (2nd print, gold cover w/ glow cover) $3

Web of Spiderman
56 (2 copies) $2 each
60 $3
69 (vs Hulk, 1 copy left!!!)  $2
70 (SpiderHulk, 1 copy left!!!)  $2
71 $1
72 $1
78 $1

Deadly Foes of Spiderman
1 (2 copies) $2 each
2 $2
3 $2

Amazing Spiderman vs Dr. Octopus (special NACME issue) $2

Amazing Spiderman 
350 (vs Dr. Doom, 1 copy LEFT!!!) $2

Spiderman (1990)
1 (silver, not bagged) $4
6 $3
7 $3
8 (2 copies) $2 each
9 (w/ Wolverine, 1 COPY LEFT!!!) $2
10 $2
11 $1
13 $5
16 $1

New Warriors
1 (gold cover) $2
8 $4
10 $2
11 $1
12 $1
13 $1
14 (w/ Darkhawk) $1
15 $1

Superman Man of Steel #1 $2

Superman (new)
53 (2 copies) $1 each
55 $1
56 $1

Adventures of Superman 
479 $1
Annual #3 $1

Superman Annual #3 (Armegedon 2001 tie in) $1

Action Comics #666 $1

Avengers West Coast #69 (Hawkeye vs US Agent) $1

Batman
465 (Robin returns) $2
466 $1
467 $1
Annual #15 (Armegedon 2001 tie in) $3

Captain America 
230 (vs Hulk) $2
257 (vs Hulk) $1


Armegedon 2001 
1 $4
2 $2


Foolkiller #1 $2


Infinity Gauntlet 
1 $6
4 $3
5 $3

Double Dragon #1 $1

Deathlok (series) 
2 $1

Transformers #80 (last issue) $2 

Wonder Man
1 $1
2 $1

Flaming Carrot #25 (w/ Ninja Turtles) $2

The Comet #1 $1

Legend of the Shield #1 $1

Justice Society of America
1 $1
2 $1
3 $1
4 $1

Official movie mag from Turtles II movie (sealed w/ Jelloman comic) $5

Robin 
1 (1 copies w/ poster) $3
1 (3rd print) $1
5 (6 copies) $1 each

Guardians of the Galaxy 
1 $6
2 $3
3 $2
4 $2
5 $2
6 $2
7 $2
8 $2
9 (2 copies) $3 each
10 $2
11 $2
12 $1
13 $3
14 $3
15 $1
16 $1
17 $1
18 (2 copies) $2 each

Superman vs Amazing Spiderman (oversized issue from 70's) $7

DarkHawk
1 (3 copies) $8 each
2 (2 copies) $6 each
3 $5
4 $4
5 $4
6 $3
7 $2
8 $2
9 $3
10 $1

Thor
246 $1
428 $1
429 (vs Juggernaut) $2
430 (w/ Ghost Rider) $1
431 $1
432 (Thor vs Loki, 2 copies) $3 each
433 (new Thor) $2
Annual #16 $1

What if....
13 $1
23 $1
25 $2
26 $1

Alpha Flight
29 $1
51 $6
53 $6
94 (vs Fant. 4) $1

New Mutants
22 $2
100 (last issue, 1st look at X-Force, 1st print, 2 copies) $5 each
100 (2nd print, gold cover) $4

Flash (new)
43 $1
48 $1
49 $1
50 $2
51 $1
Annual #4 $1


X-Men (new)
1 (all 5 covers) $1 each but $2 for magneto  foldout cover

Uncanny X-Men
191 $3
215 $2
255 (2 copies) $2 each
258 $6
268 (1 sold,1 copy left!, Lee reg artist) $10
275 (1 COPY LEFT 1st print) $6
275 (gold 2nd print) $3
276 $3
277 $3
278 $2
279 $2
280 $2
281 $3
282 $4
283 $6

Defenders
52 (Hulk vs Sub Mariner) $2


Fantastic Four
347 $4
348 $2
349 (3 copies) $2 each

Wolverine
11 $3
20 $2
41 (w/ Cable, 2 copies) $6 each
42 $4
43 $3

Silver Surfer (1987)
1 $6
2 $3
3 $3
4 $3
5 $2
6 $2
8 $2
22 $2
24 $2
32 $2
49 $2
50 (Foil cover, only 1 copy left!!) $6
51 $2
52 $2
53 $1
54 $1
55 $1
56 $1
58 $2
59 $2

Avengers
326 $3
328 (origin of Rage) $3

X-Factor
40 $6
67 $3
68 $6
71 $3
73 $1

Quasar
21 $1
22 $1
23 $1
24 $1

Green Lantern (1990)
3 $2
9 (2 copies) $1 each
10 $1
11 $1
12 $1

Toxic Avenger
1 (3 copies) $1 each
2 $1

Sleepwalker
1 (3 copies) $2 each
3 $1
7 $1

Kool Aid Man #1 (sealed in white bag, 2 copies) $2 each

X-Force
1 (bagged w/ Cable Card) $4
1 (bagged w/ Shatterstar Card) $3
2 $2
3 $1
4 $1

NFL Superpro
1  $1

Dr. Strange #31 $1

Hawkworld Annual #2 (2nd print, Armegedon 2001 tie in) $1

Hawk & Dove Annual #2 (Armegedon 2001 tie in) $1

Justice League of America Annual #5 (Armegedon 2001 tie in) $1



Send all bids and comments to

02106@chopin.udel.edu

Thanks
Sam (the ""ex""  comic book collector)
",6,misc.forsale,2022-08-02 13:48:37.251043
